prompt_id,prompt,category,model_label,response,judge_score,judge_norm
p33,What is SwiGLU?,unknown,SimPO (Llama-3.1-8B),"SwiGLU (SwisGLU) is a lightweight, efficient activation function that is the default activation in LLMs. It is a swish variant that is faster and more stable than the original swish activation. SwiGLU is used in many LLMs, including Llama, Mistral, and Mistral-2. It is often used as a replacement fo",2,0.6667
p34,What is RMSNorm?,unknown,SimPO (Llama-3.1-8B),RMSNorm (Root Mean Square Normalization) is a normalization technique that normalizes activations by the RMS of the layer's activations. It is commonly used in LLM training instead of weight norm because it is more stable and less prone to exploding gradients. It is defined as RMSNorm(x) = x / sqrt(,2,0.6667
p35,What is the KV-cache?,unknown,SimPO (Llama-3.1-8B),KV-cache (KV-cache) is a cache storing key-value pairs from previous requests to speed up inference. It's a critical optimization in LLM serving.,2,0.6667
p36,What is speculative decoding?,unknown,SimPO (Llama-3.1-8B),Speculative decoding (speculative decoding) is a forward pass optimization that predicts multiple possible completions and keeps the best one. It reduces training time by 2-3x on LLMs.,1,0.3333
p37,What is tensor parallelism?,unknown,SimPO (Llama-3.1-8B),"Tensor parallelism (tensor parallelism) is a method to scale training on GPUs by splitting the model's weights across multiple GPUs. Each GPU processes a subset of the model's parameters, and the gradients are combined at each step. It's the foundation of DPO and other training methods.",2,0.6667
p38,What is the Bradley-Terry model?,unknown,SimPO (Llama-3.1-8B),"The Bradley-Terry model is a simple, non-parametric model used for pairwise comparisons. It assumes that each model has a strength (or quality) that can be compared across pairs. The model predicts the probability of one model winning against another based on their relative strengths. It's often use",3,1.0
p39,What is reward hacking?,unknown,SimPO (Llama-3.1-8B),Reward hacking is the practice of manipulating the reward signal to improve training stability or speed without actually improving the model's quality. Common hacks include: (1) Reward smoothing — adding noise to the reward to reduce variance. (2) Reward clipping — capping rewards to prevent extreme,1,0.3333
p40,What is the implicit reward in DPO?,unknown,SimPO (Llama-3.1-8B),"In DPO, the implicit reward is the difference between the chosen and rejected policy's log-probability of the same action given the state. It's not explicitly observed or used to compute the reward. Instead, the chosen policy's log-probabilities are used as the reference for the DPO loss. Mathematic",2,0.6667
p41,What is double quantization in QLoRA?,unknown,SimPO (Llama-3.1-8B),"Double quantization (double quantization) in QLoRA applies two quantization layers: one for the quantization step (Q) and another for the quantization scale (S). The first layer quantizes the model weights to 4-bit (Q=4), then the second layer quantizes the activations to 2-bit (S=2). This doubles t",1,0.3333
p42,What is the purpose of prepare_model_for_kbit_training?,unknown,SimPO (Llama-3.1-8B),prepare_model_for_kbit_training is a utility function that converts a model from the standard LLM format to the kBit format required by the training pipeline. It is necessary when running the training pipeline with a model that was saved in a different format. The function is useful for reproducibil,1,0.3333
p43,What is NEFTune?,unknown,SimPO (Llama-3.1-8B),NEFTune (NEFTune) is a continuous learning framework that automatically fine-tunes LLMs on real user data. It is particularly useful for production alignment.,1,0.3333
p44,What is sequence packing in SFT?,unknown,SimPO (Llama-3.1-8B),"Sequence packing (or sequence batching) is grouping multiple tokens into a single attention mask. In SFT, it reduces GPU memory usage by packing multiple tokens into a single attention operation. The model processes a sequence of tokens, then the attention mask is applied to the previous tokens' out",2,0.6667
p45,What is loss masking in SFT?,unknown,SimPO (Llama-3.1-8B),"Loss masking (loss masking) prevents the model from learning to generate the same token repeatedly. In a standard SFT pipeline, it's applied after the loss function. The masked loss is calculated as the standard cross-entropy loss on non-masked tokens. The unmasked loss is zero. This prevents the mo",2,0.6667
p46,What is the difference between online and offline DPO?,unknown,SimPO (Llama-3.1-8B),Offline DPO (also called offline RLHF) trains on a fixed dataset and computes rewards from it. The model learns to follow the policy's behavior. Online DPO (also called online RLHF) trains on live data from the production system. The model learns to correct the production system's behavior. Key diff,3,1.0
p47,What is model merging?,unknown,SimPO (Llama-3.1-8B),Model merging (model merging) is combining multiple LLMs into a single model with a single inference pipeline. It reduces inference latency and memory usage by sharing the same tokenizer and serving process.,1,0.3333
p48,What is GGUF format?,unknown,SimPO (Llama-3.1-8B),"GGUF (GPT-Guided Unified Format) is a format optimized for serving LLMs. It's a binary format that stores model weights, attention matrices, and other metadata in a compact, efficient way. It's commonly used in OpenGUF for serving.",1,0.3333
p49,What is AWQ quantization?,unknown,SimPO (Llama-3.1-8B),"AWQ (AWQ quantization) is a quantization method that preserves the attention weights exactly. It works by representing attention weights as a sum of log-sigmoid values, which can be exactly quantized without loss. AWQ is often used in production serving because it preserves attention quality and is ",1,0.3333
p50,What is the difference between perplexity and loss?,unknown,SimPO (Llama-3.1-8B),Perplexity (PPL) measures how well the model predicts the training data. It's the average number of possible tokens needed to generate each training token. Loss is the difference between predicted and true log-probabilities averaged over the entire dataset. PPL is a more stable and informative metri,2,0.6667
